Revenue,Margin,Orders,Units,Recency
2274,331.0,2,3,532
2012,433.0,1,4,565
1476,310.0,1,1,516
1550,328.0,1,1,581
1390,187.0,1,2,519
1092,411.0,1,2,577
20152,4135.0,6,17,3188
8718,3731.0,1,3,558
2683,454.0,2,3,538
1992,673.0,3,3,517
1037,340.0,1,1,551
2680,468.0,1,7,521
1711,0.0,1,1,507
1231,409.0,1,1,516
569,0.0,1,1,530
1959,865.0,1,1,571
833,33.0,1,1,531
106078,20035.0,21,169,4682
1228,76.0,1,1,514
888,234.0,1,1,576
5912,953.0,1,10,571
4791,227.0,3,4,539
1649,406.0,1,1,524
3596,268.0,1,4,585
1225,299.0,1,1,528
3697,513.0,2,3,529
1672,451.0,1,1,526
24180,367.0,4,24,524
2465,898.0,1,1,1022
1182,367.0,1,1,550
1424,502.0,1,1,526
3414,469.0,1,4,579
2110,336.0,1,1,505
913,223.0,1,1,539
651,32.0,1,1,561
784,197.0,1,2,546
3352,661.0,2,2,1081
1272,285.0,1,1,525
3049,1456.0,1,1,528
1769,214.0,1,1,986
193136,65641.0,73,246,8644
6529,1713.0,1,9,584
1330,111.0,1,1,512
728,32.0,1,1,511
1419,474.0,1,1,529
1316,484.0,1,1,565
9671,3709.0,2,19,550
976,269.0,1,1,544
1182,217.0,1,1,517
17770,8325.0,1,12,587
1997,0.0,1,1,523
23929,8135.0,6,17,2734
494,61.0,1,1,551
6979,117.0,6,6,522
3409,37.0,1,1,516
1419,474.0,1,1,527
9479,3397.0,5,7,557
3405,0.0,1,5,509
3806,444.0,4,6,554
3815,1742.0,2,2,570
1508,379.0,1,1,591
1717,0.0,1,1,505
1897,719.0,1,1,981
2743,377.0,1,5,524
830,22.0,1,1,587
891,54.0,1,1,508
2188,0.0,1,1,579
2627,760.0,1,3,588
1367,453.0,1,1,528
1627,377.0,1,3,578
690,84.0,1,1,546
1308,250.0,1,1,551
1187,153.0,1,1,512
3053,856.0,2,2,1656
11375,980.0,1,11,509
1779,152.0,1,3,535
1120,307.0,1,1,531
1898,972.0,1,1,570
884,228.0,1,1,509
1899,646.0,1,1,541
1425,596.0,1,1,527
763,90.0,1,1,524
1396,583.0,1,1,512
1883,868.0,1,1,572
19961,4640.0,18,31,4629
1658,616.0,1,1,546
2200,273.0,1,5,565
955,262.0,1,1,523
9757,1393.0,1,15,528
1361,174.0,1,2,560
1380,167.0,1,2,558
1356,0.0,2,2,514
17488,7548.0,6,9,538
1637,130.0,1,1,513
5589,434.0,3,6,569
584,220.0,1,1,970
1077,71.0,1,1,509
849,90.0,1,1,555
1374,470.0,1,1,550
51305,22628.0,3,30,552
5277,1576.0,2,4,532
2456,152.0,2,2,510
1864,817.0,1,1,563
2127,362.0,1,1,529
1512,530.0,1,1,554
9226,1763.0,1,12,558
1652,621.0,2,3,1734
812,180.0,1,1,517
520,80.0,1,1,537
2021,730.0,1,1,580
2466,657.0,2,3,522
1823,0.0,1,1,508
1185,206.0,1,1,536
583,103.0,1,1,510
16876,7541.0,3,11,563
575,75.0,1,1,514
1985,614.0,1,1,533
10950,4440.0,4,13,973
1334,327.0,2,2,536
1200,96.0,1,1,529
1823,976.0,1,1,543
599,43.0,1,1,543
3194,1075.0,1,3,587
1206,264.0,1,1,537
562,32.0,1,1,509
1422,337.0,1,2,532
579,0.0,1,1,509
994,330.0,1,1,595
511,1.0,1,1,1014
873,131.0,1,1,530
7991,0.0,1,6,510
54720,2740.0,1,91,585
989,250.0,1,1,556
3086,792.0,1,4,557
1419,117.0,1,1,544
9823,4601.0,1,8,574
761,140.0,1,1,520
849,252.0,1,1,580
1730,286.0,1,3,516
8869,2335.0,6,8,3252
490,32.0,1,1,530
1290,96.0,1,1,509
811,0.0,1,1,535
1883,669.0,1,1,546
4530,1454.0,1,1,593
1748,115.0,1,2,510
1919,109.0,2,3,588
730,44.0,1,1,582
990,45.0,1,1,520
799,120.0,1,1,588
50773,14515.0,2,45,1562
10511,3011.0,11,11,4663
3739,676.0,1,5,577
810,102.0,1,1,510
2095,719.0,1,1,557
1425,299.0,1,1,566
586,0.0,1,1,516
387,8.0,1,1,512
1484,0.0,1,1,504
1899,646.0,1,1,546
10262,479.0,2,12,511
1106,93.0,1,2,581
618,16.0,1,1,990
5843,1683.0,5,5,535
2354,449.0,2,4,540
6287,1650.0,1,8,546
2048,0.0,1,1,535
619,105.0,1,1,530
885,325.0,1,1,556
525,34.0,1,1,522
5537,2539.0,1,4,539
2663,473.0,1,4,530
673,105.0,1,1,522
64453,17935.0,6,87,2529
1974,478.0,1,1,559
1234,293.0,1,1,545
2538,569.0,1,3,524
3216,996.0,1,3,566
1229,93.0,1,1,539
569,0.0,1,1,539
58500,19715.0,1,50,544
887,0.0,1,1,508
7454,3194.0,1,4,511
950,0.0,1,1,559
1898,816.0,2,3,1050
1167,370.0,1,1,580
864,90.0,1,1,581
873,125.0,1,1,536
873,131.0,1,1,528
884,0.0,1,1,504
1681,708.0,1,1,529
1611,399.0,1,1,519
1669,376.0,1,2,567
6823,1063.0,1,5,523
3118,233.0,2,2,510
20165,3183.0,10,31,3731
2097,402.0,2,2,526
1413,92.0,1,1,525
819,370.0,1,1,529
4080,226.0,2,4,509
8508,1334.0,5,5,565
3443,973.0,1,3,552
1642,520.0,1,2,593
6102,2440.0,1,1,538
1716,186.0,2,3,521
4845,1381.0,1,1,523
840,113.0,1,1,971
729,43.0,1,1,584
818,295.0,1,1,535
1126,339.0,1,2,579
2536,857.0,1,1,568
6690,2051.0,2,7,550
1139,152.0,1,1,593
831,239.0,1,1,532
990,213.0,1,1,542
1890,741.0,1,1,531
429,116.0,1,1,519
309538,67527.0,12,253,4147
1332,348.0,1,1,531
6342,3526.0,2,4,558
591,70.0,1,1,547
1331,453.0,1,1,520
614,0.0,1,1,507
1503,650.0,1,1,580
656,19.0,1,1,563
2469,695.0,1,1,515
592,131.0,1,1,523
1991,341.0,1,1,521
13333,2971.0,8,10,3196
1367,444.0,1,1,544
3007,1137.0,1,2,557
2054,840.0,1,1,552
5939,976.0,3,7,566
2015,594.0,1,2,557
1537,611.0,1,1,577
1607,626.0,1,1,588
500,121.0,1,1,566
2920,696.0,1,1,516
1659,372.0,1,2,515
649,120.0,1,1,1019
1985,614.0,1,1,532
510,20.0,1,1,505
1701,562.0,1,1,522
1819,312.0,1,1,533
7083,3008.0,4,10,593
708,171.0,1,1,543
291,21.0,1,1,566
13690,3771.0,1,11,537
759,124.0,1,1,524
4707,1126.0,2,2,556
18665,3599.0,2,12,1017
734,63.0,1,1,551
3154,1740.0,1,3,585
863,145.0,1,1,510
1997,368.0,2,2,529
4613,1214.0,1,7,532
4378,1974.0,2,2,574
521,125.0,1,1,515
7752,2845.0,1,5,550
855,9.0,1,2,571
1413,92.0,1,1,509
3131,670.0,1,2,987
1754,374.0,1,2,973
3766,505.0,2,3,518
1138,46.0,1,1,581
1177,519.0,1,1,516
4505,1967.0,1,3,519
3917,1458.0,2,4,560
1473,422.0,1,1,523
1670,529.0,1,1,545
1526,180.0,2,2,524
1394,124.0,1,1,511
1413,92.0,1,1,516
1818,571.0,1,1,1012
1995,377.0,1,1,579
6182,1336.0,2,3,537
998,499.0,2,2,514
4693,961.0,2,2,534
649,204.0,1,1,590
1287,27.0,1,1,568
499,249.0,1,1,521
558,134.0,1,1,531
1808,422.0,1,1,552
350,9.0,1,1,554
1872,548.0,2,2,1844
1544,493.0,1,1,526
615,87.0,1,1,580
2878,1050.0,1,2,535
1424,477.0,1,1,528
673,101.0,1,1,592
9990,2529.0,1,5,514
4296,739.0,1,8,509
3758,1519.0,1,2,535
10286,3904.0,5,7,527
505,152.0,1,1,514
3234,538.0,2,2,1887
894,290.0,1,1,528
611,0.0,1,1,509
1504,281.0,1,1,536
1789,519.0,1,1,587
1162,375.0,1,1,579
3269,136.0,1,2,521
647,105.0,1,1,530
1494,314.0,1,1,553
922,296.0,1,1,592
1160,308.0,2,2,530
2286,275.0,1,3,994
2373,306.0,1,2,510
1230,645.0,1,1,516
1731,682.0,1,1,562
971,40.0,1,2,581
1507,329.0,1,1,518
1420,0.0,1,1,507
599,184.0,1,1,526
1195,262.0,2,2,559
1181,386.0,1,1,551
3409,37.0,1,1,525
14662,6205.0,4,12,2423
2533,901.0,2,2,565
1419,254.0,1,1,505
3417,1588.0,1,2,514
935,288.0,1,1,543
1424,502.0,1,1,530
1979,0.0,1,2,504
1655,729.0,1,1,581
2349,894.0,1,1,532
1617,566.0,1,1,531
1546,0.0,1,1,510
11132,2773.0,10,13,3409
3036,497.0,2,4,524
2567,1132.0,1,1,565
2499,555.0,1,1,531
2264,682.0,1,2,593
570,36.0,1,1,545
1515,422.0,1,1,576
6833,2982.0,1,7,565
1576,938.0,1,1,570
1709,578.0,1,1,531
597,0.0,1,1,504
559,136.0,1,1,1020
8602,261.0,2,10,536
776,171.0,1,1,530
526,83.0,1,1,521
773,217.0,1,1,595
656,82.0,1,1,553
1127,126.0,1,1,592
3740,780.0,2,6,565
2110,0.0,1,1,504
2339,565.0,1,1,532
1899,646.0,1,1,544
2087,1077.0,2,2,1724
2721,474.0,1,2,594
1375,133.0,1,1,508
861,56.0,1,1,510
1322,374.0,1,1,538
13008,4536.0,1,9,528
4017,1397.0,1,2,551
32427,0.0,1,15,508
1870,468.0,2,2,555
20035,8116.0,1,10,593
2460,752.0,1,2,517
5264,1181.0,3,3,2665
4053,1689.0,1,2,518
1034,162.0,1,1,582
478,0.0,1,1,504
7032,1309.0,1,4,567
61623,7292.0,4,81,516
5016,328.0,1,4,514
708,211.0,1,1,545
1637,130.0,1,1,540
1209,566.0,1,1,509
535,52.0,1,1,546
4141,1294.0,2,3,1910
4680,127.0,2,3,1631
5196,468.0,3,10,1960
752,229.0,1,1,521
1561,692.0,1,1,563
1492,0.0,1,1,508
878,41.0,1,1,572
2737,9.0,2,2,552
3104,1445.0,1,2,552
9272,2747.0,6,9,536
5267,2135.0,2,3,580
1831,595.0,2,2,555
1587,482.0,1,1,517
1368,0.0,1,1,963
3605,1079.0,2,2,569
544,68.0,1,1,520
632,237.0,1,1,592
636,191.0,1,1,535
760,253.0,1,1,521
1639,331.0,1,2,571
602,47.0,1,1,532
811,288.0,1,1,536
1539,0.0,1,1,510
1208,272.0,1,1,521
1703,409.0,1,1,993
938,350.0,1,1,580
1061,33.0,1,3,516
1734,358.0,2,2,541
3035,1161.0,2,4,593
1730,87.0,1,1,524
1386,523.0,1,3,558
1476,647.0,1,1,587
1481,309.0,1,1,554
1384,0.0,1,1,509
807,120.0,1,1,536
1594,907.0,1,1,1049
717,217.0,1,1,545
684,0.0,1,1,508
1027,303.0,1,1,521
1427,237.0,1,2,586
823,224.0,1,1,588
792,351.0,1,1,574
2448,1014.0,1,1,523
2420,359.0,2,4,543
8850,308.0,1,22,522
5142,451.0,1,3,565
794,100.0,1,1,1035
4305,1833.0,3,3,1164
1023,111.0,1,1,584
1512,590.0,1,1,560
17362,6962.0,3,31,1046
3495,1429.0,2,3,559
649,204.0,1,1,589
1521,96.0,1,2,589
2528,501.0,2,2,516
2093,363.0,1,1,575
3863,659.0,2,6,537
3585,515.0,3,3,1514
3885,2315.0,1,1,566
571,32.0,1,1,528
1613,626.0,1,1,535
1720,344.0,1,1,560
2252,487.0,1,1,549
873,131.0,1,1,540
727,188.0,1,1,525
2319,673.0,1,1,556
14098,4128.0,1,8,509
778,172.0,1,1,587
1655,395.0,1,1,1000
731,117.0,1,1,536
5657,89.0,2,2,564
999,9.0,1,1,564
486,32.0,1,1,558
1709,795.0,1,1,524
1176,336.0,1,1,536
1631,526.0,1,1,545
778,226.0,1,1,532
2562,0.0,1,2,504
3955,396.0,2,6,548
5459,853.0,4,6,3274
867,269.0,1,1,564
2826,92.0,2,2,522
1502,451.0,1,2,551
38343,13823.0,1,22,570
768,215.0,1,1,524
3119,751.0,1,1,544
1388,564.0,1,1,566
916,101.0,1,1,594
4728,868.0,2,4,522
546,27.0,1,1,565
36159,3367.0,4,51,1002
577,51.0,1,1,575
9320,4408.0,1,6,556
469,0.0,1,1,513
1132,430.0,1,1,566
1177,521.0,1,1,553
407,23.0,1,1,520
8540,279.0,3,12,511
810,335.0,1,1,592
5468,1794.0,3,4,537
1143,182.0,1,1,519
6208,843.0,2,5,1901
2112,608.0,2,2,538
807,125.0,1,1,532
2597,595.0,1,1,552
1784,749.0,1,1,546
1225,7.0,1,1,527
14797,1700.0,6,20,533
4025,1519.0,1,2,557
1709,629.0,1,1,537
873,163.0,1,1,546
2246,207.0,1,3,587
4143,362.0,6,6,2133
3730,415.0,2,4,1870
1796,60.0,1,3,551
24571,5030.0,12,32,544
663,34.0,1,1,572
1210,109.0,1,2,585
8858,2207.0,3,4,560
3536,553.0,3,5,567
1657,684.0,1,1,582
23023,7116.0,1,77,567
2240,610.0,1,2,539
4182,747.0,2,2,531
10340,2039.0,8,16,3136
899,67.0,1,1,509
7681,4322.0,1,3,553
478,116.0,1,1,529
6677,916.0,3,15,524
1206,264.0,1,1,532
899,67.0,1,1,509
997,300.0,1,1,577
3882,1655.0,3,3,568
1429,0.0,1,2,521
525,23.0,1,1,511
2082,706.0,1,1,1007
3909,316.0,2,5,564
1573,199.0,1,4,531
1271,152.0,1,2,528
1933,857.0,1,1,564
1647,292.0,1,2,515
258,4.0,1,1,545
3027,1320.0,1,2,560
10917,1701.0,4,8,516
311,22.0,1,1,512
1528,286.0,1,1,519
1706,205.0,1,1,992
774,122.0,1,1,507
3245,1019.0,1,5,580
849,90.0,1,1,592
1570,156.0,2,2,542
586,29.0,1,1,585
747,79.0,1,1,546
845,105.0,1,1,588
1687,764.0,1,1,549
734,112.0,1,1,515
1367,444.0,1,1,536
193180,44877.0,59,172,6454
961,362.0,1,1,561
1472,529.0,1,1,555
949,138.0,1,1,530
1788,815.0,1,1,560
1570,513.0,1,1,529
699,216.0,1,1,524
1667,491.0,1,1,532
2842,531.0,1,2,542
1840,750.0,1,1,516
1390,311.0,1,2,566
1243,198.0,1,1,978
1550,569.0,1,1,554
1453,505.0,1,1,528
16450,157.0,1,13,517
5994,2414.0,1,6,522
2012,759.0,1,1,537
750,20.0,1,1,514
747,333.0,1,1,560
822,3.0,1,1,556
458,4.0,1,1,579
1019,20.0,1,2,508
2119,582.0,1,1,987
756,60.0,1,1,553
7692,2861.0,3,7,532
1359,445.0,1,1,532
3380,1424.0,1,2,538
1655,729.0,1,1,579
2544,359.0,2,3,546
81293,19136.0,23,146,570
1399,341.0,1,1,582
699,204.0,1,1,522
4158,146.0,3,7,559
5044,207.0,2,3,975
1835,832.0,1,1,535
2899,1015.0,2,3,530
3596,267.0,1,4,511
6451,246.0,1,17,567
4265,1346.0,1,4,560
1636,593.0,1,2,566
1769,794.0,1,1,573
1921,0.0,2,3,515
1183,0.0,1,1,504
2814,635.0,1,3,546
2089,711.0,1,2,1033
782,107.0,1,1,556
4718,1316.0,2,3,520
602,57.0,1,1,528
5181,1957.0,3,8,531
1398,210.0,1,2,577
2624,756.0,1,2,525
1314,443.0,1,1,523
2646,863.0,2,2,569
2574,1157.0,1,1,517
2919,1147.0,1,1,566
427,6.0,1,1,1032
2439,598.0,1,4,541
2478,93.0,1,5,538
1524,734.0,1,1,518
3862,1024.0,1,6,566
1305,599.0,1,1,573
891,54.0,1,1,508
2443,951.0,1,1,554
1075,346.0,1,1,522
2833,994.0,1,2,584
3721,1313.0,6,6,1119
1642,528.0,1,1,1008
1627,555.0,1,1,1033
2602,76.0,1,5,570
425,63.0,1,1,563
912,311.0,1,1,593
2708,1129.0,1,2,515
434,76.0,1,1,551
1310,408.0,1,2,510
2848,1005.0,1,2,535
2198,801.0,2,2,525
2041,782.0,1,1,577
2345,0.0,1,4,509
1386,0.0,1,3,965
10380,2758.0,3,16,570
1591,418.0,1,1,542
752,245.0,1,1,528
619,99.0,1,1,594
1221,126.0,1,3,570
1234,346.0,1,2,538
948,0.0,1,2,507
561,81.0,1,1,593
247,12.0,1,1,547
1899,646.0,1,1,544
41725,12195.0,3,32,1887
5640,621.0,3,4,1116
759,160.0,1,1,530
1326,275.0,1,1,513
2196,1106.0,1,1,535
620,77.0,1,1,530
526,78.0,1,1,538
636,118.0,1,1,508
442,53.0,1,1,549
860,83.0,1,2,531
3239,1232.0,2,2,516
63800,15217.0,13,65,2686
6344,1373.0,3,8,547
1048,316.0,1,1,546
971,251.0,1,1,566
780,134.0,1,1,536
3080,1128.0,2,2,551
1917,209.0,3,3,546
19140,7459.0,1,19,536
855,21.0,1,1,560
1805,0.0,1,3,504
293,14.0,1,1,534
997,0.0,1,1,962
924,237.0,1,1,559
1354,0.0,1,2,508
1165,444.0,1,1,582
506,88.0,1,1,529
425,74.0,1,1,535
1494,436.0,1,1,571
768,184.0,1,1,594
395,81.0,1,1,572
1553,611.0,1,1,535
2251,998.0,1,1,585
8384,1137.0,1,7,1020
1059,0.0,1,1,511
2978,44.0,3,4,559
518,89.0,1,1,586
750,137.0,1,1,548
1550,614.0,1,1,557
1825,414.0,1,1,552
5100,1064.0,1,4,573
2052,844.0,1,1,587
949,138.0,1,1,531
562,32.0,1,1,508
6494,655.0,3,9,2348
1200,110.0,1,1,517
2294,554.0,1,3,510
24217,5772.0,1,35,593
5672,2230.0,3,3,594
1549,63.0,1,2,581
870,44.0,1,1,507
1017,346.0,1,1,551
1358,126.0,1,2,552
2042,0.0,1,1,524
2050,769.0,1,2,549
4208,1355.0,1,2,987
537,508.0,1,1,571
4728,868.0,1,4,510
13089,4751.0,1,13,514
469,279.0,1,1,516
515,0.0,1,1,504
3830,628.0,1,2,545
1454,462.0,1,1,565
829,132.0,1,1,522
1866,0.0,2,3,504
830,185.0,1,1,515
1163,172.0,1,2,985
849,90.0,1,1,538
22279,273.0,7,63,543
2293,997.0,1,1,591
1892,0.0,1,3,518
1243,503.0,1,1,531
661,184.0,1,1,561
1035,312.0,1,1,560
1967,586.0,1,1,551
1710,0.0,1,1,507
3271,0.0,1,3,508
2431,842.0,1,1,1042
1540,40.0,1,1,515
441,11.0,1,1,594
2545,351.0,2,5,513
664,0.0,1,1,507
8067,2430.0,1,14,595
792,155.0,1,1,568
1013,284.0,1,1,571
697,252.0,1,1,585
978,217.0,1,1,551
483,4.0,1,1,594
21322,4436.0,3,26,1915
17541,2065.0,6,13,1926
5126,2309.0,1,5,587
465,83.0,1,1,510
4496,1537.0,3,4,549
1871,625.0,1,1,525
1835,969.0,1,1,557
722,239.0,1,1,593
752,230.0,1,1,522
1064,413.0,1,1,577
1134,582.0,1,1,558
586,123.0,1,1,524
850,97.0,1,1,985
2921,1112.0,2,3,573
555,66.0,1,1,514
708,264.0,1,1,557
1606,179.0,1,3,522
1976,45.0,2,4,539
1035,317.0,1,1,540
3376,380.0,1,7,585
1618,0.0,1,1,515
611,50.0,1,1,543
12781,2291.0,2,26,537
14275,3200.0,4,11,2385
1354,376.0,1,2,544
2948,833.0,2,2,520
2708,1150.0,1,4,514
584,100.0,1,1,567
2050,261.0,1,1,593
5887,1819.0,3,3,566
12244,3406.0,3,6,1598
2110,336.0,1,1,505
1757,509.0,1,1,538
1254,427.0,1,1,529
3434,227.0,1,10,970
1787,635.0,1,1,551
1046,92.0,1,1,535
7142,2271.0,4,6,554
965,87.0,2,2,537
1044,0.0,2,2,513
1209,61.0,1,1,509
1240,490.0,1,1,526
628,263.0,1,1,529
472,127.0,1,1,544
32415,11168.0,1,50,564
2072,509.0,2,2,1651
2208,1069.0,1,1,560
899,67.0,1,1,536
987,331.0,1,1,532
13419,0.0,2,10,508
8435,4146.0,1,6,573
1160,395.0,1,1,530
456,51.0,1,1,587
644,0.0,1,1,509
590,0.0,1,1,515
6121,2371.0,1,5,537
5167,1566.0,2,3,1555
597,136.0,1,1,552
1926,473.0,1,2,523
1973,1022.0,1,1,541
2079,0.0,1,1,504
58936,0.0,1,40,507
1424,459.0,1,1,546
5664,0.0,1,8,523
1638,477.0,2,2,545
699,114.0,1,1,566
1206,264.0,1,1,532
12092,3388.0,2,7,982
1601,429.0,1,1,552
853,320.0,1,1,565
1955,0.0,1,1,507
13487,3360.0,1,15,566
847,141.0,1,1,577
1429,281.0,1,1,535
1479,508.0,1,1,560
3789,1667.0,1,3,565
2034,906.0,1,1,586
10240,1930.0,1,7,572
6193,1050.0,5,7,3031
1336,148.0,1,1,524
3027,883.0,1,2,516
1374,27.0,1,2,509
11416,4478.0,2,10,563
1690,772.0,1,2,570
1254,194.0,2,3,526
15845,6300.0,3,17,569
3596,267.0,1,4,517
1102,0.0,1,1,515
1827,438.0,1,2,539
1482,621.0,1,2,1014
1442,443.0,1,3,524
1119,333.0,1,1,593
2605,1053.0,2,2,558
656,283.0,1,1,578
1625,615.0,1,1,521
773,113.0,1,1,521
1053,225.0,1,1,516
863,348.0,1,1,552
2127,362.0,1,1,531
699,40.0,1,1,513
646,0.0,1,1,969
35184,0.0,2,20,507
1225,294.0,1,1,542
1221,94.0,1,2,558
616,175.0,1,1,584
7786,812.0,1,15,536
482,45.0,1,1,535
1253,87.0,1,1,515
2001,479.0,2,3,595
2790,305.0,1,2,522
1419,117.0,1,1,517
9953,3372.0,2,7,1593
5668,623.0,6,8,2724
409,0.0,1,1,570
3359,718.0,2,4,577
853,95.0,1,1,573
525,24.0,1,1,533
397,94.0,1,1,511
1127,0.0,1,1,504
2813,461.0,2,3,559
3412,0.0,1,1,510
1093,328.0,1,1,512
7612,2023.0,1,12,530
735,385.0,1,1,1036
1726,0.0,1,3,522
407,42.0,1,1,580
1899,646.0,1,1,537
381,56.0,1,1,570
1056,284.0,1,1,553
885,105.0,1,2,532
2981,406.0,2,5,535
2432,839.0,2,3,529
1591,419.0,1,1,543
619,102.0,1,1,580
29595,2567.0,12,88,3847
2667,585.0,2,2,520
577,204.0,1,1,515
6494,1035.0,1,11,517
2446,243.0,2,2,514
1967,716.0,1,4,549
1726,670.0,1,1,536
526,47.0,1,1,560
1467,480.0,1,1,562
626,30.0,1,1,517
591,0.0,1,1,504
2905,1351.0,1,2,990
492,68.0,1,1,588
1598,839.0,1,1,537
3291,617.0,2,2,538
673,74.0,1,1,542
2067,41.0,2,4,521
860,101.0,1,1,515
1262,511.0,1,1,586
759,160.0,1,1,539
684,217.0,1,1,514
726,119.0,1,1,584
1476,0.0,1,1,1024
483,77.0,1,1,572
1766,482.0,2,2,533
776,293.0,1,1,544
713,120.0,1,1,545
778,185.0,1,1,585
2851,162.0,2,2,552
3027,515.0,1,6,587
648,171.0,1,1,536
810,333.0,1,1,595
5261,1676.0,3,6,567
1408,358.0,1,1,972
2345,571.0,1,1,518
930,398.0,1,1,571
803,368.0,1,1,571
1228,76.0,1,1,509
2948,950.0,1,3,524
13142,2312.0,3,25,558
3119,751.0,1,1,544
20735,8059.0,2,33,545
632,226.0,1,1,543
3202,734.0,4,6,544
543,158.0,1,1,1001
938,197.0,1,1,552
7503,2090.0,1,7,537
5631,2073.0,4,7,539
6139,2278.0,1,6,549
442,52.0,1,1,573
482,52.0,1,1,524
615,0.0,1,1,515
1378,0.0,1,2,504
602,46.0,1,1,536
1071,371.0,1,1,528
3644,667.0,3,6,1004
2075,779.0,1,1,577
1495,543.0,1,1,540
2140,503.0,1,1,591
1000,188.0,1,1,581
2300,913.0,1,3,537
628,115.0,1,1,565
621,116.0,1,1,517
1953,858.0,1,1,567
738,0.0,1,1,516
716,186.0,1,1,578
2304,814.0,1,1,990
1178,92.0,1,2,581
10077,4166.0,2,7,554
982,409.0,1,1,559
1125,207.0,1,1,521
779,134.0,1,1,531
562,101.0,1,1,556
1662,253.0,1,2,587
1310,491.0,1,1,532
1266,575.0,1,1,576
4959,1598.0,1,2,587
1529,582.0,1,1,1000
7890,2882.0,2,4,573
3545,1580.0,2,2,567
1507,431.0,1,1,531
6146,2807.0,1,5,539
1689,384.0,1,1,570
2012,0.0,1,1,504
17483,3069.0,1,27,528
2615,0.0,1,5,509
535,60.0,1,1,521
810,258.0,1,1,565
92557,9346.0,26,122,3734
25976,5014.0,9,32,3089
13056,5495.0,3,9,568
624,20.0,1,1,542
787,219.0,1,1,577
526,21.0,1,1,516
813,183.0,1,1,538
685,75.0,1,1,542
763,90.0,1,1,521
7360,0.0,1,20,507
300,74.0,1,1,525
5156,1296.0,1,4,531
2253,984.0,1,1,1007
1179,5.0,1,2,510
1077,243.0,1,1,585
663,62.0,1,1,515
513,35.0,1,1,549
2376,451.0,2,5,546
1205,445.0,1,1,581
1762,516.0,1,1,518
1301,139.0,1,3,518
2965,1399.0,1,3,559
770,129.0,2,2,563
1831,332.0,1,1,994
1415,584.0,1,1,592
823,314.0,1,1,595
782,266.0,1,1,524
2222,898.0,1,3,588
719,227.0,1,1,522
2636,474.0,1,2,539
1242,0.0,1,1,511
11150,3766.0,1,14,594
388,66.0,1,1,521
1138,0.0,1,1,507
1738,807.0,1,1,999
1383,307.0,1,1,557
3191,1011.0,1,3,531
966,335.0,1,1,534
13131,2103.0,2,16,516
939,263.0,1,1,543
12228,2.0,2,10,551
15787,6526.0,1,9,558
1684,236.0,1,1,536
1342,250.0,1,1,531
26656,8865.0,2,22,554
1259,76.0,1,1,1048
18440,6001.0,1,16,557
1538,0.0,1,1,508
1097,369.0,1,1,556
5360,2745.0,3,4,549
8689,797.0,3,9,518
1799,864.0,1,1,595
891,54.0,1,1,508
1411,520.0,1,1,553
9975,2957.0,3,11,561
6311,1657.0,3,4,533
1477,600.0,1,1,978
3184,0.0,1,5,508
1654,867.0,1,1,567
2697,200.0,1,3,514
4873,1009.0,1,8,577
6597,1461.0,3,4,565
1666,704.0,1,1,537
2818,785.0,2,2,552
2444,188.0,1,2,523
1318,285.0,1,1,518
10917,1701.0,2,8,524
4921,1501.0,1,5,1021
1525,490.0,1,1,535
1945,0.0,1,1,510
8860,2566.0,2,5,566
1494,405.0,1,1,529
5170,326.0,1,3,510
3587,1890.0,1,2,551
929,222.0,1,1,509
1879,837.0,1,1,595
1528,112.0,1,1,522
2036,143.0,1,2,510
3199,0.0,1,1,962
6162,677.0,1,20,538
3777,959.0,1,5,580
21519,5630.0,1,13,544
4187,1414.0,3,4,566
991,0.0,1,1,507
521,107.0,1,1,570
3238,1006.0,1,2,588
836,155.0,1,2,515
6129,0.0,1,8,504
675,0.0,1,1,507
4072,824.0,3,3,1506
646,97.0,1,1,577
2620,983.0,1,2,530
891,54.0,1,1,511
45073,3524.0,10,29,531
8191,1601.0,5,7,534
8135,173.0,2,12,512
1885,227.0,1,4,567
3362,674.0,2,2,543
10141,1600.0,8,11,557
714,180.0,1,1,537
267304,76070.0,13,170,4502
13381,2698.0,1,28,572
1911,227.0,1,3,509
1975,849.0,1,1,515
6823,1063.0,1,5,511
958,147.0,1,1,525
1538,254.0,1,1,547
1178,332.0,1,1,553
1934,699.0,1,1,582
681,91.0,1,1,543
774,213.0,1,1,546
8102,1887.0,4,6,3059
24992,8164.0,13,18,2880
492,27.0,1,1,565
1296,137.0,1,1,563
562,55.0,1,1,577
7489,1688.0,2,11,535
19371,1074.0,2,40,511
462,99.0,1,1,585
1093,328.0,1,1,511
1554,791.0,1,1,523
70941,19532.0,1,85,570
948,138.0,1,1,524
42241,13858.0,2,25,1936
2848,1005.0,1,2,530
30168,9503.0,2,23,554
1567,0.0,1,1,504
743,281.0,1,1,560
10519,1877.0,5,14,532
1737,839.0,1,1,573
1581,492.0,1,1,538
8919,2131.0,2,6,533
6167,975.0,3,7,562
15430,4588.0,1,6,578
24615,7139.0,4,21,2492
2212,340.0,2,3,523
806,189.0,1,1,564
3128,116.0,3,3,512
2362,555.0,1,1,588
1518,320.0,1,2,538
880,293.0,1,1,529
2246,125.0,1,4,509
2065,602.0,1,1,584
503,0.0,1,1,504
25939,7121.0,1,30,550
2003,0.0,1,1,963
2061,445.0,1,1,546
3393,0.0,1,1,510
