Company Name,Revenue,Margin,Orders,Units,Recency
Customer19539,12192,3872,5,10,582
Customer1954,29822,8479,9,31,2733
Customer19540,4594,957,2,6,577
Customer19541,1013,212,1,2,543
Customer19542,2255,0,1,1,513
Customer19543,1852,667,1,1,545
Customer19544,12344,236,2,12,570
Customer19545,1757,509,1,1,538
Customer19546,754,121,1,1,529
Customer19547,690,84,1,1,555
Customer19548,525,34,1,1,528
Customer19549,1633,158,2,2,529
Customer1955,972,272,1,1,985
Customer19550,1441,417,1,1,585
Customer19551,891,54,1,1,505
Customer19552,5476,1045,1,4,539
Customer19553,1514,457,1,1,528
Customer19554,2129,638,1,3,523
Customer19555,1150,310,1,2,544
Customer19556,649,204,1,1,595
Customer19557,3009,238,1,5,548
Customer19558,989,337,1,1,578
Customer19559,791,0,1,1,509
Customer1956,3314,781,3,9,1725
Customer19560,1609,45,2,2,556
Customer19561,5334,1785,2,4,534
Customer19562,1064,99,1,1,509
Customer19563,763,90,1,1,517
Customer19564,2981,492,2,2,560
Customer19565,6384,1553,3,10,546
Customer19566,632,168,1,1,537
Customer19567,597,0,1,1,507
Customer19568,619,99,1,1,579
Customer19569,963,21,1,1,546
Customer1957,589,124,1,1,1029
Customer19570,3009,236,1,5,545
Customer19571,5011,1299,2,7,540
Customer19572,955,262,1,1,522
Customer19573,936,59,1,1,555
Customer19574,499,249,1,1,514
Customer19575,4598,1874,1,6,531
Customer19576,1451,0,1,1,523
Customer19577,593,133,1,1,594
Customer19578,619,94,1,1,546
Customer19579,4761,0,1,7,504
Customer1958,491,0,1,1,966
Customer19580,1289,474,1,1,556
Customer19581,1805,191,1,3,508
Customer19582,632,174,1,1,572
Customer19583,363,95,1,1,517
Customer19584,2524,876,1,4,515
Customer19585,1419,117,1,1,543
Customer19586,1200,558,1,1,554
Customer19587,3026,303,1,3,591
Customer19588,1503,344,1,1,514
Customer19589,1416,448,1,1,588
Customer1959,3211,1029,1,4,992
Customer19590,3626,622,1,1,546
Customer19591,1551,313,1,3,542
Customer19592,957,326,1,1,516
Customer19593,1520,742,1,1,532
Customer19594,1665,823,1,1,552
Customer19595,2764,1035,2,2,547
Customer19596,2138,499,1,1,543
Customer19597,440,85,1,1,567
Customer19598,3197,1448,1,2,518
Customer19599,763,90,1,1,525
Customer196,5184,686,1,3,1007
Customer1960,484,97,1,1,1026
Customer19600,1341,0,1,1,505
Customer19601,4072,730,2,2,538
Customer19602,684,0,1,1,507
Customer19603,2622,237,3,4,536
Customer19604,206,71,1,1,540
Customer19605,1005,156,1,1,542
Customer19606,1160,255,1,2,514
Customer19607,482,68,1,1,577
Customer19608,7293,3669,1,5,571
Customer19609,602,45,1,1,535
Customer1961,765,165,1,1,1029
Customer19610,1431,637,1,1,544
Customer19611,1686,216,2,3,552
Customer19612,1619,292,1,1,566
Customer19613,9474,3135,1,8,572
Customer19614,1426,686,1,1,586
Customer19615,1619,696,2,2,558
Customer19616,5553,1624,1,8,574
Customer19617,572,93,1,1,586
Customer19618,4186,567,1,2,595
Customer19619,1526,180,1,2,524
Customer1962,1443,556,1,1,1019
Customer19620,1127,78,1,1,585
Customer19621,1775,240,1,1,528
Customer19622,4598,2113,1,4,530
Customer19623,7044,4045,1,5,564
Customer19624,5394,401,2,6,551
Customer19625,1079,287,1,1,570
Customer19626,1719,424,1,2,507
Customer19627,2507,0,1,2,507
Customer19628,1085,357,1,1,573
Customer19629,4280,1425,2,2,542
Customer1963,7929,1152,2,11,1873
Customer19630,862,53,1,1,593
Customer19631,1732,605,1,2,591
Customer19632,1613,705,1,1,566
Customer19633,1650,516,1,1,543
Customer19634,604,106,1,1,533
Customer19635,4830,586,2,7,551
Customer19636,31353,1724,2,33,514
Customer19637,1138,46,1,1,588
Customer19638,4556,1539,1,1,534
Customer19639,1835,672,1,1,549
Customer1964,4806,1376,4,5,2333
Customer19640,2431,1280,1,1,594
Customer19641,3079,64,1,2,518
Customer19642,1552,0,1,1,507
Customer19643,599,43,1,1,545
Customer19644,2339,565,1,1,532
Customer19645,1985,614,1,1,529
Customer19646,1477,586,1,1,509
Customer19647,4493,813,1,8,517
Customer19648,3841,1451,2,4,531
Customer19649,1237,162,1,2,542
Customer1965,762,80,1,1,1005
Customer19650,1749,503,1,1,531
Customer19651,1484,308,1,1,594
Customer19652,997,389,1,1,581
Customer19653,2290,0,1,3,525
Customer19654,1745,917,1,1,579
Customer19655,425,69,1,1,542
Customer19656,1857,0,1,1,504
Customer19657,948,96,2,2,531
Customer19658,2341,1242,1,2,542
Customer19659,2028,910,1,1,587
Customer1966,1122,427,1,1,1017
Customer19660,666,0,1,1,507
Customer19661,2142,958,1,1,580
Customer19662,22943,2234,3,39,554
Customer19663,646,0,1,1,504
Customer19664,1127,478,1,1,584
Customer19665,17689,2106,2,31,554
Customer19666,981,388,1,1,533
Customer19667,1714,0,1,1,509
Customer19668,1701,505,1,1,544
Customer19669,1124,149,1,2,512
Customer1967,3446,884,2,2,1674
Customer19670,983,175,1,2,570
Customer19671,2023,430,1,1,556
Customer19672,2110,336,1,1,511
Customer19673,12562,4532,9,12,566
Customer19674,1852,751,1,1,510
Customer19675,272,16,1,1,529
Customer19676,884,228,1,1,513
Customer19677,935,481,1,1,578
Customer19678,1189,96,1,1,530
Customer19679,1519,391,1,1,546
Customer1968,848,0,1,1,964
Customer19680,1367,453,1,1,529
Customer19681,3056,869,1,2,552
Customer19682,1670,529,1,1,545
Customer19683,2882,780,1,1,538
Customer19684,2127,362,1,1,528
Customer19685,6864,1856,2,16,521
Customer19686,1615,647,1,1,582
Customer19687,763,90,1,1,521
Customer19688,1961,643,1,1,584
Customer19689,955,342,1,1,523
Customer1969,1084,460,2,2,1691
Customer19690,768,104,1,1,570
Customer19691,6480,54,2,12,558
Customer19692,848,278,1,1,571
Customer19693,730,15,1,1,587
Customer19694,792,269,1,1,522
Customer19695,425,84,1,1,510
Customer19696,465,165,1,1,577
Customer19697,29172,11498,2,16,558
Customer19698,2392,1075,1,1,532
Customer19699,975,0,1,1,510
Customer197,86943,13486,2,76,1960
Customer1970,10523,2423,5,17,2134
Customer19700,447,17,1,1,521
Customer19701,22826,6577,2,36,558
Customer19702,1312,210,1,2,542
Customer19703,5771,2290,2,5,565
Customer19704,2023,430,1,1,532
Customer19705,1588,185,1,3,560
Customer19706,1520,15,1,2,540
Customer19707,657,99,1,1,577
Customer19708,704,208,1,1,517
Customer19709,700,183,1,1,522
Customer1971,1062,355,1,1,1041
Customer19710,496,10,1,1,577
Customer19711,478,90,1,1,558
Customer19712,10885,0,2,15,504
Customer19713,414,5,1,1,591
Customer19714,444,102,1,1,563
Customer19715,1225,479,1,1,543
Customer19716,466,65,1,1,572
Customer19717,1548,331,1,1,531
Customer19718,565,163,1,1,538
Customer19719,1703,775,1,1,585
Customer1972,20546,6929,6,16,2506
Customer19720,409,3,1,1,565
Customer19721,2381,983,1,3,520
Customer19722,4187,425,1,7,507
Customer19723,773,0,1,1,513
Customer19724,2410,910,1,1,529
Customer19725,2214,630,1,1,584
Customer19726,1556,366,1,1,563
Customer19727,3138,1080,1,3,516
Customer19728,2747,0,1,1,507
Customer19729,17970,2756,2,30,571
Customer1973,536,283,1,1,993
Customer19730,2061,446,1,1,536
Customer19731,1331,317,1,1,515
Customer19732,687,14,1,1,512
Customer19733,794,179,1,1,584
Customer19734,10524,5175,1,10,560
Customer19735,1260,0,1,1,507
Customer19736,2220,145,2,4,554
Customer19737,1546,550,1,1,584
Customer19738,429,116,1,1,509
Customer19739,1140,19,1,1,531
Customer1974,1162,157,2,2,1825
Customer19740,12374,903,1,8,579
Customer19741,736,107,1,1,546
Customer19742,897,58,1,1,514
Customer19743,1310,471,1,1,518
Customer19744,1616,628,1,1,531
Customer19745,8464,2449,2,6,585
Customer19746,1377,225,1,1,515
Customer19747,899,67,1,1,511
Customer19748,257,51,1,1,552
Customer19749,469,279,1,1,517
Customer1975,655,0,1,1,966
Customer19750,3067,1206,1,2,566
Customer19751,5587,1242,2,4,519
Customer19752,1512,547,1,1,551
Customer19753,1559,392,1,1,530
Customer19754,685,79,1,1,521
Customer19755,43258,17282,2,30,537
Customer19756,429,116,1,1,514
Customer19757,1757,509,1,1,543
Customer19758,9055,117,1,28,579
Customer19759,1749,503,1,1,531
Customer1976,3186,167,1,6,1007
Customer19760,1350,0,1,1,522
Customer19761,678,14,1,1,510
Customer19762,1704,324,1,1,525
Customer19763,440,2,1,1,558
Customer19764,2931,1155,1,1,564
Customer19765,483,112,1,1,509
Customer19766,1697,779,1,1,546
Customer19767,1440,3,1,1,510
Customer19768,1885,919,1,1,594
Customer19769,1181,364,1,1,538
Customer1977,407,0,1,1,1047
Customer19770,2061,445,1,1,543
Customer19771,1614,462,1,1,533
Customer19772,972,204,1,1,544
Customer19773,4143,769,2,15,540
Customer19774,2004,796,1,1,519
Customer19775,4805,2110,2,5,535
Customer19776,664,51,1,1,537
Customer19777,350,13,1,1,580
Customer19778,2079,671,1,1,580
Customer19779,1589,766,1,1,553
Customer1978,2022,586,1,1,993
Customer19780,733,0,1,1,508
Customer19781,1763,785,1,1,563
Customer19782,1360,377,1,2,574
Customer19783,535,52,1,1,546
Customer19784,2650,751,2,3,592
Customer19785,1261,283,1,1,530
Customer19786,1628,128,2,3,519
Customer19787,1825,960,1,1,564
Customer19788,1756,533,2,2,576
Customer19789,1486,299,1,1,557
Customer1979,7133,557,1,1,973
Customer19790,1290,358,1,1,529
Customer19791,987,331,1,1,545
Customer19792,2589,1093,1,1,556
Customer19793,1765,739,1,1,551
Customer19794,2672,969,1,1,593
Customer19795,1894,22,1,2,517
Customer19796,4116,271,2,4,511
Customer19797,2924,1263,1,1,505
Customer19798,1674,53,1,1,525
Customer19799,2020,1020,1,1,518
Customer198,884,50,1,1,985
Customer1980,44431,13238,3,24,1984
Customer19800,1691,0,1,1,517
Customer19801,670,89,1,1,540
Customer19802,3323,1148,1,2,541
Customer19803,2487,107,3,3,569
Customer19804,1683,734,1,1,515
Customer19805,918,242,1,1,542
Customer19806,859,346,1,1,578
Customer19807,3189,857,1,2,553
Customer19808,5580,958,4,5,537
Customer19809,7957,2272,2,5,551
Customer1981,5017,904,2,2,1738
Customer19810,1200,110,1,1,515
Customer19811,1202,202,1,1,526
Customer19812,3540,759,1,2,560
Customer19813,4628,2997,1,1,563
Customer19814,5461,1603,1,5,539
Customer19815,3987,644,1,10,579
Customer19816,1616,374,1,1,527
Customer19817,800,49,1,1,539
Customer19818,9816,380,1,20,587
Customer19819,3260,1019,3,3,507
Customer1982,21470,6776,9,14,4090
Customer19820,821,126,1,1,566
Customer19821,1495,310,1,1,563
Customer19822,2875,608,2,2,561
Customer19823,7404,2408,2,9,542
Customer19824,5534,1519,2,4,518
Customer19825,899,67,1,1,511
Customer19826,688,202,1,1,563
Customer19827,1555,442,1,3,565
Customer19828,636,0,1,1,513
Customer19829,1635,384,1,1,559
Customer1983,20360,7357,3,10,2426
Customer19830,1700,97,1,1,507
Customer19831,424,38,1,1,534
Customer19832,887,288,1,1,560
Customer19833,458,4,1,1,580
Customer19834,3040,809,1,3,549
Customer19835,1757,509,1,1,541
Customer19836,2127,362,1,1,532
Customer19837,621,53,1,1,551
Customer19838,688,108,1,1,513
Customer19839,1333,446,1,1,539
Customer1984,47349,10649,2,40,1631
Customer19840,661,267,1,1,523
Customer19841,7892,2345,2,8,541
Customer19842,32071,8616,2,50,535
Customer19843,2229,645,3,3,544
Customer19844,1568,833,1,1,546
Customer19845,1126,162,1,2,567
Customer19846,640,72,1,1,521
Customer19847,452,63,1,1,578
Customer19848,5437,0,1,8,510
Customer19849,449,45,1,1,577
Customer1985,2404,996,1,3,938
Customer19850,2304,494,1,5,539
Customer19851,1427,640,1,1,573
Customer19852,1646,384,2,2,533
Customer19853,970,474,1,1,530
Customer19854,810,347,1,1,545
Customer19855,9830,2060,1,20,549
Customer19856,851,243,1,1,579
Customer19857,15845,6529,2,19,522
Customer19858,7897,1253,1,10,577
Customer19859,2848,63,3,7,516
Customer1986,35061,10454,21,30,3653
Customer19860,54709,12138,1,75,524
Customer19861,1565,690,1,1,529
Customer19862,7087,0,1,11,507
Customer19863,611,45,1,1,562
Customer19864,377,41,1,1,543
Customer19865,1439,252,1,1,579
Customer19866,1071,117,1,2,516
Customer19867,1416,613,1,2,531
Customer19868,885,258,1,1,544
Customer19869,2100,985,1,1,546
Customer1987,2985,714,1,2,878
Customer19870,1180,356,1,2,536
Customer19871,3411,375,1,4,578
Customer19872,4779,0,1,10,509
Customer19873,21887,445,1,30,595
Customer19874,1881,620,2,3,530
Customer19875,715,195,1,1,595
Customer19876,8732,25,3,10,571
Customer19877,853,95,1,1,579
Customer19878,3718,1296,1,3,524
Customer19879,2676,173,3,5,553
Customer1988,10000,3434,6,9,2846
Customer19880,804,238,1,1,593
Customer19881,727,244,1,1,510
Customer19882,2296,350,1,3,563
Customer19883,814,77,1,2,549
Customer19884,469,279,1,1,514
Customer19885,595,191,1,1,545
Customer19886,641,91,1,1,515
Customer19887,726,0,1,1,507
Customer19888,1872,0,1,1,515
Customer19889,1412,53,1,5,546
Customer1989,1504,168,2,3,1520
Customer19890,1965,789,1,2,565
Customer19891,2130,536,2,3,561
Customer19892,1313,119,1,5,585
Customer19893,2096,708,1,1,561
Customer19894,6409,676,1,8,514
Customer19895,1378,0,1,2,504
Customer19896,4779,963,1,10,574
Customer19897,2296,352,1,3,558
Customer19898,841,310,1,1,594
Customer19899,714,269,1,1,573
Customer199,11971,3081,7,11,4022
Customer1990,9659,2754,5,9,2456
Customer19900,456,108,1,1,572
Customer19901,2512,1275,2,2,520
Customer19902,1505,384,1,1,591
Customer19903,2270,292,1,2,580
Customer19904,2239,623,1,1,523
Customer19905,2983,349,2,2,523
Customer19906,730,16,1,1,581
Customer19907,1055,335,1,1,530
Customer19908,1994,493,1,2,544
Customer19909,2240,846,1,3,521
Customer1991,385,22,1,1,894
Customer19910,798,220,1,1,517
Customer19911,407,28,1,1,516
Customer19912,1859,823,1,1,579
Customer19913,3855,102,2,4,532
Customer19914,2389,1132,1,1,537
Customer19915,19051,4134,1,31,566
Customer19916,1665,682,1,1,510
Customer19917,611,72,1,1,507
Customer19918,2879,1201,1,2,578
Customer19919,1614,228,1,1,521
Customer1992,51141,19370,6,64,2997
Customer19920,1269,0,1,1,514
Customer19921,1367,444,1,1,546
Customer19922,1065,87,1,1,530
Customer19923,1770,268,3,3,528
Customer19924,2322,0,1,3,517
Customer19925,1645,373,1,3,563
Customer19926,2806,668,2,2,539
Customer19927,6487,2300,1,1,523
Customer19928,7632,2161,1,14,584
Customer19929,2110,336,1,1,507
Customer1993,5278,844,2,9,1517
Customer19930,787,150,1,1,525
Customer19931,1130,129,1,1,512
Customer19932,1857,719,1,1,594
Customer19933,180,0,1,1,544
Customer19934,956,169,1,1,553
Customer19935,939,253,1,1,587
Customer19936,1042,58,1,2,531
Customer19937,1763,797,1,1,544
Customer19938,12509,2028,4,16,561
Customer19939,1597,390,1,1,560
Customer1994,513,12,1,1,903
Customer19940,1792,293,1,3,531
Customer19941,5506,270,1,10,516
Customer19942,1099,372,1,1,563
Customer19943,1384,543,1,1,559
Customer19944,17207,1683,2,60,563
Customer19945,1446,523,1,1,550
Customer19946,1067,334,1,2,542
Customer19947,11918,2613,1,20,565
Customer19948,7639,3147,2,6,560
Customer19949,597,137,1,1,556
Customer1995,2850,587,3,4,1530
Customer19950,1836,731,1,1,524
Customer19951,1453,598,1,1,585
Customer19952,526,78,1,1,530
Customer19953,2381,688,3,3,542
Customer19954,17133,6746,1,18,543
Customer19955,850,162,1,1,530
Customer19956,36305,0,2,63,516
Customer19957,2887,0,1,2,508
Customer19958,440,27,1,1,525
Customer19959,11939,5775,1,8,522
Customer1996,791,204,1,1,943
Customer19960,996,0,1,1,504
Customer19961,398,57,1,1,535
Customer19962,602,216,1,1,575
Customer19963,1172,557,1,2,531
Customer19964,2623,21,1,5,565
Customer19965,895,353,1,1,577
Customer19966,717,25,1,1,510
Customer19967,3887,0,1,3,510
Customer19968,1432,476,1,1,594
Customer19969,872,206,1,1,531
Customer1997,2734,740,2,2,942
Customer19970,508,163,1,1,514
Customer19971,2351,1077,1,2,535
Customer19972,2827,1042,1,3,590
Customer19973,2010,783,1,1,537
Customer19974,1528,490,1,1,516
Customer19975,1065,411,1,1,538
Customer19976,526,47,1,1,558
Customer19977,27425,11015,4,25,525
Customer19978,1985,614,1,1,526
Customer19979,956,312,1,1,594
Customer1998,1921,530,1,1,891
Customer19980,8497,3158,1,8,551
Customer19981,3865,821,1,6,531
Customer19982,1432,285,1,1,570
Customer19983,1945,880,1,2,588
Customer19984,1062,35,1,1,591
Customer19985,1786,726,1,1,586
Customer19986,594,61,1,1,521
Customer19987,3618,665,2,3,549
Customer19988,759,164,1,1,530
Customer19989,778,250,1,1,521
Customer1999,7237,2726,2,4,1754
Customer19990,1446,523,1,1,560
Customer19991,1061,28,1,3,508
Customer19992,5761,2819,1,6,581
Customer19993,4500,48,1,15,588
Customer19994,7514,0,1,6,508
Customer19995,891,54,1,1,508
Customer19996,3439,1126,2,5,522
Customer19997,6318,1973,2,11,558
Customer19998,263,0,1,1,504
Customer19999,1045,398,1,1,522
Customer2,3703,141,2,2,1670
Customer20,4159,1483,3,3,1666
Customer200,8316,2519,5,7,2432
Customer2000,1317,379,1,1,888
Customer20000,2005,597,1,3,586
Customer20001,1065,267,1,1,551
Customer20002,2352,619,1,2,522
Customer20003,761,209,1,1,525
Customer20004,451,0,1,1,508
Customer20005,1310,0,1,1,529
Customer20006,949,138,1,1,526
Customer20007,522,119,1,1,581
Customer20008,1079,0,1,1,514
Customer20009,13566,6200,2,8,535
Customer2001,1604,533,1,1,872
Customer20010,948,168,1,2,537
Customer20011,1883,911,1,1,587
Customer20012,2386,422,1,5,565
Customer20013,2110,336,1,1,509
Customer20014,605,53,1,1,525
Customer20015,1206,264,1,1,527
Customer20016,1637,201,1,1,549
Customer20017,11388,3105,1,5,543
Customer20018,629,10,1,1,510
Customer20019,1650,364,1,1,527
Customer2002,7316,2406,4,5,2477
Customer20020,1225,294,1,1,541
Customer20021,1455,672,1,1,570
Customer20022,1032,61,1,1,529
Customer20023,1526,0,1,1,513
Customer20024,698,175,1,1,535
Customer20025,878,34,1,1,548
Customer20026,891,54,1,1,508
Customer2003,4801,1783,2,4,1713
Customer2004,4742,1243,2,4,929
Customer2005,1797,307,1,1,900
Customer2006,1873,325,1,1,902
Customer2007,5508,1951,1,3,945
Customer2008,1281,172,1,1,882
Customer2009,2193,679,1,1,907
Customer201,4267,363,2,7,1589
Customer2010,511,8,1,1,913
Customer2011,3041,1017,1,2,937
Customer2012,1429,78,1,2,927
Customer2013,4197,1199,2,3,1411
Customer2014,35218,10841,13,28,3158
Customer2015,1982,297,1,2,899
Customer2016,13594,3807,1,10,914
Customer2017,22745,6469,3,16,915
Customer2018,25781,711,7,45,3069
Customer2019,1122,287,1,1,923
Customer202,5335,1480,2,2,1018
Customer2020,3172,392,3,4,2087
Customer2021,1665,609,1,1,935
Customer2022,70267,25273,22,53,3640
Customer2023,2328,745,1,1,950
Customer2024,1237,431,1,1,901
Customer2025,2066,581,1,2,899
Customer2026,1700,213,1,1,888
Customer2027,3841,1011,1,2,881
Customer2028,5458,508,4,5,2169
Customer2029,21225,1836,6,38,1617
Customer203,1272,170,1,1,1015
Customer2030,896,63,1,2,884
Customer2031,141111,37071,12,126,3614
Customer2032,23849,6150,4,20,2124
Customer2033,898,333,1,1,877
Customer2034,2821,131,1,3,916
Customer2035,619,200,1,1,942
Customer2036,14159,3450,1,15,900
Customer2037,15396,2146,4,19,2397
Customer2038,677,48,1,1,904
Customer2039,13093,3254,4,17,1641
Customer204,927,230,1,1,1005
Customer2040,41758,11169,20,25,3659
Customer2041,1248,181,2,2,899
Customer2042,15848,4154,11,18,3049
Customer2043,7870,1785,4,8,3007
Customer2044,1746,462,1,1,874
Customer2045,20575,5984,5,15,2481
Customer2046,5814,2259,1,5,952
Customer2047,6719,1873,2,6,1470
Customer2048,2079,848,1,1,895
Customer2049,4039,1436,4,4,1709
Customer205,9151,2141,2,4,1903
Customer2050,36005,13999,8,27,3135
Customer2051,4093,1223,4,5,2806
Customer2052,201606,64917,149,304,4583
Customer2053,1887,610,1,1,921
Customer2054,837,0,1,1,894
Customer2055,50208,12274,23,41,6083
Customer2056,18564,6288,11,13,3680
Customer2057,40925,5275,3,61,2046
Customer2058,895,213,1,1,874
Customer2059,6898,2161,1,5,959
Customer206,703,52,1,1,1041
Customer2060,640,66,1,1,889
Customer2061,31680,6587,5,21,2315
Customer2062,1727,277,1,1,896
Customer2063,1866,649,1,1,955
Customer2064,118378,39679,8,71,2345
Customer2065,716,30,1,1,924
Customer2066,2417,991,1,1,949
Customer2067,1758,378,1,1,899
Customer2068,1697,558,1,1,908
Customer2069,48608,12264,16,34,3606
Customer207,71512,15099,24,53,6106
Customer2070,1458,620,1,1,874
Customer2071,10402,3418,5,6,3201
Customer2072,3374,1022,3,3,1675
Customer2073,2231,560,2,2,1725
Customer2074,2091,818,1,1,887
Customer2075,11345,2802,2,15,1469
Customer2076,2579,469,1,3,879
Customer2077,3016,943,2,2,1737
Customer2078,2744,451,2,2,1740
Customer2079,54810,11858,8,36,2825
Customer208,5673,1344,5,5,2575
Customer2080,7482,1894,1,5,920
Customer2081,536,232,1,1,943
Customer2082,1453,242,1,1,894
Customer2083,17474,4461,2,16,1615
Customer2084,1400,62,1,2,948
Customer2085,1837,349,1,1,900
Customer2086,1319,437,1,1,934
Customer2087,76513,19408,45,59,12309
Customer2088,17902,2306,9,21,3690
Customer2089,10733,3291,2,8,1666
Customer209,3018,632,1,2,992
Customer2090,1534,516,1,1,957
Customer2091,5786,1082,2,6,1457
Customer2092,8769,2834,3,5,2290
Customer2093,1619,247,1,1,922
Customer2094,5389,1627,1,4,910
Customer2095,5267,1291,3,4,2177
Customer2096,11962,3565,3,6,1473
Customer2097,931,192,1,1,917
Customer2098,4876,1699,3,4,1666
Customer2099,5990,1184,1,3,893
Customer21,1530,501,1,1,1031
Customer210,101986,31120,11,80,3489
Customer2100,6383,2024,1,4,896
Customer2101,1791,481,1,1,890
Customer2102,45416,11957,13,46,3666
Customer2103,96018,36742,9,86,3548
Customer2104,6512,352,1,12,942
Customer2105,1954,488,1,1,877
Customer2106,3168,1281,1,4,895
Customer2107,2211,886,3,3,2081
Customer2108,60926,18269,33,45,3701
Customer2109,664,12,1,1,938
Customer211,2715,929,1,2,986
Customer2110,13103,2704,12,15,3640
Customer2111,597,20,1,1,944
Customer2112,2110,494,2,2,1803
Customer2113,19980,2165,5,23,2321
Customer2114,1521,503,1,1,879
Customer2115,4012,905,3,5,2216
Customer2116,1717,317,1,1,900
Customer2117,6048,1450,4,6,2267
Customer2118,1512,131,4,4,922
Customer2119,616,188,1,1,903
Customer212,6766,1032,2,3,1496
Customer2120,20348,5383,12,28,3683
Customer2121,5354,2130,5,7,2529
Customer2122,1117,331,1,1,886
Customer2123,3225,1062,2,2,1506
Customer2124,1204,355,2,2,1541
Customer2125,1328,342,1,1,888
Customer2126,1070,52,1,2,942
Customer2127,1834,499,1,1,927
Customer2128,1684,242,3,3,1560
Customer2129,21788,7710,3,8,2253
Customer213,977,0,1,2,970
Customer2130,1561,485,1,1,878
Customer2131,1605,49,1,3,942
Customer2132,16428,5835,3,13,2358
Customer2133,3731,1192,1,2,955
Customer2134,776,287,1,1,880
Customer2135,15473,1316,9,47,2913
Customer2136,4710,1304,3,5,1430
Customer2137,4299,1770,1,4,948
Customer2138,778,69,1,1,944
Customer2139,806,240,2,3,1758
Customer214,7649,2172,2,11,1508
Customer2140,549,42,1,1,909
Customer2141,7592,935,1,10,917
Customer2142,2792,695,2,2,888
Customer2143,8665,468,3,11,2064
Customer2144,34943,8437,6,21,2973
Customer2145,1078,284,1,1,903
Customer2146,8145,0,1,24,872
Customer2147,8205,3733,4,4,2391
Customer2148,530,222,1,1,872
Customer2149,1229,526,1,1,930
Customer215,39043,0,1,33,972
Customer2150,5303,1424,2,4,1435
Customer2151,1608,411,1,1,909
Customer2152,1709,550,1,1,959
Customer2153,565,13,1,1,913
Customer2154,12315,3896,3,10,2167
Customer2155,727,32,1,1,956
Customer2156,1473,233,1,1,939
Customer2157,42701,5790,16,66,3035
Customer2158,7986,1578,1,4,895
Customer2159,1826,455,2,2,1748
Customer216,1502,316,1,2,996
Customer2160,2654,649,2,3,909
Customer2161,2051,758,1,1,887
Customer2162,3756,844,1,2,934
Customer2163,1521,506,1,1,893
Customer2164,1528,474,1,1,882
Customer2165,12992,864,2,14,1700
Customer2166,6076,1129,4,8,1585
Customer2167,1530,204,1,1,897
Customer2168,6880,762,2,16,1704
Customer2169,14859,4180,3,12,2093
Customer217,1840,577,1,1,986
Customer2170,7544,1384,2,10,914
Customer2171,656,78,1,1,939
Customer2172,1317,405,1,1,910
Customer2173,9418,2759,4,9,1747
Customer2174,3475,1020,1,2,950
Customer2175,37862,9230,15,23,3700
Customer2176,14916,3662,3,10,2424
Customer2177,27476,5302,8,15,2370
Customer2178,7205,1583,4,6,2234
Customer2179,329434,91091,26,319,3663
Customer218,32507,9622,11,25,4745
Customer2180,60016,10952,2,71,1767
Customer2181,5442,1415,3,3,2436
Customer2182,28280,1961,2,35,893
Customer2183,113145,34458,3,80,2391
Customer2184,1356,94,1,2,900
Customer2185,3150,79,1,5,930
Customer2186,2328,576,1,1,937
Customer2187,1682,483,1,1,943
Customer2188,38752,12593,6,24,2176
Customer2189,5297,748,5,8,1718
Customer219,18421,4565,7,9,2545
Customer2190,671,199,1,1,892
Customer2191,17616,3561,7,10,2337
Customer2192,3551,816,1,2,917
Customer2193,4632,704,3,7,2473
Customer2194,33799,10982,10,23,2071
Customer2195,1425,204,1,2,948
Customer2196,7381,2359,4,7,1692
Customer2197,18116,3969,6,13,2278
Customer2198,6741,1312,1,3,892
Customer2199,1372,433,1,1,930
Customer22,1335,26,1,2,991
Customer220,570,195,1,1,991
Customer2200,4861,287,3,5,2204
Customer2201,1793,348,1,1,881
Customer2202,662,60,1,1,930
Customer2203,718,137,1,1,885
Customer2204,5791,1220,2,6,910
Customer2205,3356,1124,2,2,1532
Customer2206,5361,263,1,8,931
Customer2207,3099,646,2,2,907
Customer2208,2864,452,2,3,1470
Customer2209,1239,222,1,2,886
Customer221,4845,1389,2,4,1948
Customer2210,3254,1233,2,2,1761
Customer2211,7462,1280,5,8,2444
Customer2212,2084,590,2,2,906
Customer2213,87578,9250,13,138,3734
Customer2214,8053,1627,2,6,1703
Customer2215,6552,1719,1,4,909
Customer2216,1997,192,2,2,1800
Customer2217,1912,582,1,1,928
Customer2218,4217,691,4,6,2275
Customer2219,1225,381,1,1,910
Customer222,1446,436,1,1,977
Customer2220,2266,366,1,1,929
Customer2221,6255,898,3,6,2207
Customer2222,824,92,1,1,931
Customer2223,102784,28348,8,62,2846
Customer2224,9605,2668,1,10,938
Customer2225,8680,203,1,31,950
Customer2226,1289,210,1,2,948
Customer2227,999,157,1,1,900
Customer2228,88260,4495,12,194,5793
Customer2229,8550,806,1,10,895
Customer223,3489,673,2,2,1507
Customer2230,1102,0,1,1,877
Customer2231,1404,158,1,1,929
Customer2232,2099,562,1,1,945
Customer2233,31161,9241,2,21,1441
Customer2234,1430,532,1,1,925
Customer2235,7682,459,2,7,1423
Customer2236,1050,86,1,1,932
Customer2237,1739,279,2,2,905
Customer2238,1508,302,1,3,907
Customer2239,19551,6526,1,15,915
Customer224,3101,603,2,2,985
Customer2240,1090,118,1,1,943
Customer2241,1615,127,1,1,936
Customer2242,2834,946,1,1,883
Customer2243,69908,9581,8,130,3708
Customer2244,1610,338,1,1,915
Customer2245,11600,1850,15,24,3748
