Company Name,Revenue,Margin,Orders,Units,Recency
Customer12264,3004,774,2,4,1350
Customer12265,11475,3979,1,10,658
Customer12266,646,196,1,1,633
Customer12267,3698,712,2,2,1121
Customer12268,63472,9188,5,78,621
Customer12269,1636,404,1,1,604
Customer1227,9382,1561,10,15,3741
Customer12270,10240,1749,2,27,1149
Customer12271,1495,646,1,1,672
Customer12272,3830,848,5,6,1159
Customer12273,677,248,1,1,602
Customer12274,2865,307,3,6,635
Customer12275,850,79,1,2,622
Customer12276,1562,0,1,1,601
Customer12277,4260,222,3,6,1129
Customer12278,12929,1897,6,20,1167
Customer12279,425,55,1,1,601
Customer1228,849,157,1,1,1014
Customer12280,1665,823,1,1,641
Customer12281,787,214,1,1,629
Customer12282,1631,327,1,2,686
Customer12283,3286,1027,5,5,1183
Customer12284,2866,785,1,3,671
Customer12285,9324,3368,3,7,1269
Customer12286,1487,159,1,4,647
Customer12287,642,236,1,1,675
Customer12288,1513,375,1,1,609
Customer12289,568,0,1,1,598
Customer1229,2705,255,2,3,1017
Customer12290,2888,467,1,5,647
Customer12291,2613,890,2,3,1178
Customer12292,832,277,1,1,684
Customer12293,659,212,1,1,677
Customer12294,1993,140,2,3,624
Customer12295,1861,0,1,2,597
Customer12296,963,7,1,2,636
Customer12297,2750,860,1,3,647
Customer12298,4333,1152,3,5,1137
Customer12299,2620,724,1,3,670
Customer123,39890,8836,7,38,4058
Customer1230,57033,19653,8,41,4073
Customer12300,2747,199,1,5,619
Customer12301,1321,171,2,2,1157
Customer12302,2656,1014,1,2,682
Customer12303,1806,26,2,5,1212
Customer12304,2767,935,2,2,633
Customer12305,1427,509,1,1,643
Customer12306,1866,616,2,2,1208
Customer12307,1798,9,1,2,625
Customer12308,7751,3430,1,4,664
Customer12309,664,34,1,1,682
Customer1231,10614,2766,2,8,1924
Customer12310,5926,0,1,9,596
Customer12311,12060,2809,4,18,668
Customer12312,1070,90,1,2,677
Customer12313,551,59,1,1,633
Customer12314,1642,355,1,3,622
Customer12315,4104,1094,2,2,1268
Customer12316,2236,278,1,1,637
Customer12317,598,85,1,1,606
Customer12318,3012,556,1,1,669
Customer12319,1717,240,3,3,675
Customer1232,2059,691,1,1,1049
Customer12320,4172,1386,2,5,672
Customer12321,1372,211,2,2,675
Customer12322,14919,3646,2,20,638
Customer12323,2610,0,2,2,602
Customer12324,3018,1287,2,2,1183
Customer12325,920,137,1,1,603
Customer12326,1876,661,1,1,609
Customer12327,4757,1455,4,4,1155
Customer12328,1425,454,1,2,620
Customer12329,542,27,1,1,629
Customer1233,798,33,1,1,970
Customer12330,484,59,1,1,627
Customer12331,778,170,1,1,681
Customer12332,3224,635,2,5,1159
Customer12333,11770,2291,1,20,602
Customer12334,650,242,1,1,685
Customer12335,2600,537,2,4,670
Customer12336,927,354,1,1,664
Customer12337,385,21,1,1,605
Customer12338,1373,657,1,1,608
Customer12339,31711,7674,1,45,664
Customer1234,9008,582,2,9,1549
Customer12340,2140,202,1,4,643
Customer12341,377,21,1,1,634
Customer12342,2307,870,1,3,612
Customer12343,3259,59,2,14,1143
Customer12344,8871,2080,2,11,1133
Customer12345,2686,312,1,2,640
Customer12346,9403,4140,5,6,1221
Customer12347,10717,3962,5,6,1171
Customer12348,8538,2775,1,8,668
Customer12349,873,234,1,1,650
Customer1235,768,108,1,1,1004
Customer12350,1499,0,1,1,606
Customer12351,1736,386,1,1,608
Customer12352,35182,10175,2,25,636
Customer12353,2652,685,2,3,676
Customer12354,1415,435,1,1,641
Customer12355,1219,521,1,1,608
Customer12356,1598,756,2,2,1111
Customer12357,2625,731,1,1,610
Customer12358,932,202,1,1,685
Customer12359,1834,404,1,1,631
Customer1236,24206,4504,5,11,1946
Customer12360,1847,0,1,3,598
Customer12361,2512,708,1,1,675
Customer12362,939,40,1,1,614
Customer12363,3863,1524,1,1,679
Customer12364,966,322,1,1,679
Customer12365,811,199,1,1,649
Customer12366,1703,492,1,2,614
Customer12367,557,4,1,1,640
Customer12368,955,110,1,1,647
Customer12369,3285,738,2,2,648
Customer1237,4021,1431,1,3,986
Customer12370,560,97,1,1,601
Customer12371,3009,547,3,3,1158
Customer12372,17712,4957,4,11,1170
Customer12373,607,13,1,1,601
Customer12374,1039,121,2,2,1186
Customer12375,15138,5627,3,10,1186
Customer12376,7310,2291,1,4,633
Customer12377,1709,596,1,1,654
Customer12378,7458,793,3,8,1235
Customer12379,1073,81,2,2,1214
Customer1238,807,232,1,1,997
Customer12380,3491,703,3,5,631
Customer12381,3744,314,2,8,1160
Customer12382,2143,376,2,2,1194
Customer12383,6909,2543,2,5,638
Customer12384,8250,2622,2,14,1206
Customer12385,5198,1798,3,7,1168
Customer12386,2144,716,1,1,614
Customer12387,4684,2197,1,5,602
Customer12388,429,74,1,1,636
Customer12389,2908,1283,1,2,634
Customer1239,2708,432,3,5,1902
Customer12390,291,26,1,1,661
Customer12391,828,52,1,1,621
Customer12392,665,252,1,1,643
Customer12393,440,5,1,1,634
Customer12394,664,238,1,1,642
Customer12395,4435,1024,1,6,602
Customer12396,790,237,1,1,670
Customer12397,610,216,1,1,650
Customer12398,1103,443,1,1,663
Customer12399,2482,773,1,3,628
Customer124,1554,475,1,1,1004
Customer1240,960,166,2,3,1855
Customer12400,2074,632,1,3,686
Customer12401,1234,489,1,1,648
Customer12402,4175,914,5,6,1202
Customer12403,1735,610,1,1,650
Customer12404,10792,4470,3,7,1137
Customer12405,1929,679,1,1,663
Customer12406,682,142,1,1,678
Customer12407,3410,766,1,1,659
Customer12408,4115,1190,1,3,633
Customer12409,17868,4041,4,17,1203
Customer1241,3491,523,2,6,1675
Customer12410,28577,13235,8,28,1139
Customer12411,1748,575,1,1,615
Customer12412,655,12,1,1,619
Customer12413,1730,0,1,1,600
Customer12414,2868,341,2,4,1203
Customer12415,1252,205,1,1,636
Customer12416,1979,168,1,5,645
Customer12417,2461,791,1,1,669
Customer12418,11513,2076,6,15,1142
Customer12419,15711,5666,4,19,1210
Customer1242,3914,1215,3,6,1563
Customer12420,873,232,1,1,641
Customer12421,535,45,1,1,670
Customer12422,3320,178,3,5,1354
Customer12423,3493,907,1,4,644
Customer12424,11171,1970,4,8,1201
Customer12425,1474,649,1,1,650
Customer12426,10089,2660,3,6,660
Customer12427,1263,292,1,1,605
Customer12428,9816,4852,1,4,623
Customer12429,2165,740,1,3,607
Customer1243,19249,8723,3,12,1608
Customer12430,1421,575,1,1,615
Customer12431,1640,485,1,1,655
Customer12432,4474,1496,3,4,1202
Customer12433,1816,9,1,1,677
Customer12434,1072,22,1,1,649
Customer12435,3814,264,1,6,608
Customer12436,22172,6965,4,14,1245
Customer12437,1350,478,1,1,645
Customer12438,6321,74,1,30,683
Customer12439,51467,6738,17,66,2231
Customer1244,4435,1623,2,3,1836
Customer12440,500,63,1,1,634
Customer12441,1610,621,1,1,643
Customer12442,734,0,1,1,596
Customer12443,5531,2412,3,3,1156
Customer12444,1260,403,1,1,645
Customer12445,6853,2334,1,2,628
Customer12446,650,26,1,1,613
Customer12447,1611,397,1,1,621
Customer12448,721,260,1,1,669
Customer12449,778,123,1,1,661
Customer1245,34652,8026,14,32,4590
Customer12450,2443,215,2,3,622
Customer12451,1679,308,1,1,663
Customer12452,2039,668,1,1,651
Customer12453,1512,461,1,2,640
Customer12454,16793,1302,1,4,643
Customer12455,1125,136,2,2,1135
Customer12456,12829,1896,8,22,1198
Customer12457,2239,384,1,1,617
Customer12458,2416,609,1,2,668
Customer12459,1301,482,1,1,635
Customer1246,13371,2853,5,8,1867
Customer12460,1311,579,1,1,665
Customer12461,1039,85,1,2,619
Customer12462,474,36,1,1,647
Customer12463,1148,89,1,1,657
Customer12464,10112,3248,2,9,616
Customer12465,1688,173,1,3,647
Customer12466,2654,894,1,2,614
Customer12467,856,304,1,1,685
Customer12468,2711,756,2,3,635
Customer12469,1145,273,1,1,620
Customer1247,22660,10762,6,17,3484
Customer12470,9014,874,2,5,634
Customer12471,2176,43,1,3,628
Customer12472,1082,401,1,1,644
Customer12473,291,29,1,1,686
Customer12474,3493,918,1,4,647
Customer12475,684,202,1,1,663
Customer12476,1631,82,2,2,631
Customer12477,1577,251,1,3,661
Customer12478,1639,318,1,2,641
Customer12479,442,41,1,1,622
Customer1248,61065,19891,7,39,3231
Customer12480,1498,673,1,1,650
Customer12481,1463,276,1,1,646
Customer12482,6944,2127,3,8,1183
Customer12483,15560,4570,17,22,1160
Customer12484,5008,1451,1,7,678
Customer12485,816,131,1,1,650
Customer12486,799,241,1,1,615
Customer12487,9597,2351,3,14,1173
Customer12488,1415,339,2,2,1200
Customer12489,624,0,1,1,606
Customer1249,2078,0,1,1,985
Customer12490,3456,871,2,2,651
Customer12491,6357,1962,3,3,1191
Customer12492,509,192,1,1,621
Customer12493,1158,242,1,1,622
Customer12494,494,86,1,1,647
Customer12495,1706,641,1,1,644
Customer12496,2102,403,2,2,654
Customer12497,3993,349,3,4,1133
Customer12498,7758,2638,2,5,1215
Customer12499,577,38,1,1,672
Customer125,727,62,1,1,1013
Customer1250,46768,9934,15,42,3781
Customer12500,39773,13930,10,22,1182
Customer12501,2515,1023,1,1,623
Customer12502,3239,413,1,4,661
Customer12503,1720,952,1,1,608
Customer12504,4711,1260,3,6,1186
Customer12505,1388,355,1,1,683
Customer12506,2570,456,3,4,1153
Customer12507,529,36,1,2,627
Customer12508,3032,957,2,2,1249
Customer12509,17490,5831,1,18,650
Customer1251,48355,14241,7,46,4029
Customer12510,1257,280,1,2,676
Customer12511,3852,1272,1,3,633
Customer12512,867,222,1,1,635
Customer12513,992,122,1,1,600
Customer12514,580,183,1,1,605
Customer12515,3736,1527,1,3,621
Customer12516,1831,401,1,1,636
Customer12517,743,208,1,1,650
Customer12518,891,371,1,1,634
Customer12519,10080,4242,6,13,1158
Customer1252,16028,3336,4,23,2472
Customer12520,1293,180,1,2,615
Customer12521,1328,297,1,1,609
Customer12522,2699,548,5,5,678
Customer12523,2677,719,1,1,657
Customer12524,3701,1356,3,3,1160
Customer12525,2019,383,1,1,655
Customer12526,850,307,1,1,685
Customer12527,2208,286,2,2,657
Customer12528,938,344,1,1,682
Customer12529,4504,1580,3,3,1263
Customer1253,41242,15530,11,26,2952
Customer12530,2667,1088,3,3,1197
Customer12531,794,207,1,1,620
Customer12532,10116,2089,18,20,1165
Customer12533,1333,579,1,1,685
Customer12534,279,0,1,1,621
Customer12535,819,330,1,1,674
Customer12536,1117,82,1,1,602
Customer12537,894,158,1,1,663
Customer12538,1434,160,2,3,1188
Customer12539,9659,2481,3,4,630
Customer1254,22968,6273,14,17,4642
Customer12540,2316,482,2,2,641
Customer12541,2212,266,2,2,1186
Customer12542,4117,1091,2,3,1140
Customer12543,823,194,1,1,679
Customer12544,1246,13,3,3,1181
Customer12545,1409,195,1,2,650
Customer12546,9104,37,1,9,598
Customer12547,5811,1481,3,4,1142
Customer12548,1699,300,3,3,1220
Customer12549,1086,142,1,3,620
Customer1255,1483,401,1,1,992
Customer12550,986,85,1,1,672
Customer12551,2099,623,1,3,679
Customer12552,602,0,1,1,598
Customer12553,880,4,1,2,616
Customer12554,1892,773,1,2,662
Customer12555,18755,6320,1,1,644
Customer12556,5321,0,4,8,602
Customer12557,2404,812,1,1,613
Customer12558,10783,1869,1,7,672
Customer12559,932,186,1,1,641
Customer1256,26426,10770,4,21,1014
Customer12560,4340,961,2,3,1179
Customer12561,322,45,1,1,664
Customer12562,781,94,1,1,635
Customer12563,1635,542,1,2,613
Customer12564,3277,1034,1,4,613
Customer12565,6145,2970,1,4,675
Customer12566,3313,603,2,5,1147
Customer12567,1868,430,1,1,654
Customer12568,2003,62,1,4,615
Customer12569,5521,1694,1,4,616
Customer1257,13436,1060,3,15,1876
Customer12570,25587,6642,7,32,1201
Customer12571,4818,419,2,4,1190
Customer12572,2738,382,3,3,1181
Customer12573,7118,2079,4,5,1273
Customer12574,6113,2040,3,4,1200
Customer12575,7903,2350,3,5,1184
Customer12576,966,9,1,1,613
Customer12577,11980,3981,6,7,626
Customer12578,1553,422,1,3,615
Customer12579,4463,1786,2,5,1195
Customer1258,15015,4051,5,11,2727
Customer12580,271,34,1,1,643
Customer12581,1731,220,1,2,602
Customer12582,15946,4640,6,10,1193
Customer12583,1229,130,1,1,683
Customer12584,2170,673,1,1,625
Customer12585,842,120,1,1,619
Customer12586,16109,3718,1,8,655
Customer12587,1113,157,1,1,659
Customer12588,2084,0,1,1,600
Customer12589,8984,2220,2,8,1202
Customer1259,16520,2720,3,22,1942
Customer12590,1709,0,1,1,600
Customer12591,2834,979,1,1,609
Customer12592,21078,2498,3,44,1181
Customer12593,3606,613,2,6,627
Customer12594,1258,312,1,1,657
Customer12595,529,28,2,2,631
Customer12596,31152,8443,4,29,1195
Customer12597,3268,501,1,4,642
Customer12598,1405,314,1,2,635
Customer12599,1022,252,1,1,685
Customer126,2173,106,1,1,986
Customer1260,1861,486,1,1,1001
Customer12600,2756,275,1,7,623
Customer12601,44618,8816,1,77,635
Customer12602,1411,247,1,1,661
Customer12603,1177,350,1,1,670
Customer12604,3943,1096,3,3,1160
Customer12605,654,122,1,1,619
Customer12606,3895,1920,2,2,640
Customer12607,810,314,1,1,643
Customer12608,1532,173,1,2,614
Customer12609,1153,23,1,1,659
Customer1261,1115,367,1,1,989
Customer12610,4983,1620,3,4,1181
Customer12611,2029,538,1,2,634
Customer12612,1511,312,1,2,636
Customer12613,5251,0,1,2,664
Customer12614,2486,933,1,2,677
Customer12615,10990,3164,8,14,1201
Customer12616,1509,405,1,1,608
Customer12617,2385,0,1,2,614
Customer12618,835,27,1,1,621
Customer12619,965,235,1,1,657
Customer1262,170780,38014,5,101,1034
Customer12620,1525,0,1,1,598
Customer12621,699,27,1,1,617
Customer12622,1428,453,1,1,633
Customer12623,938,239,1,1,647
Customer12624,922,140,1,1,605
Customer12625,6399,635,3,7,619
Customer12626,1329,176,1,1,630
Customer12627,7680,2040,5,6,1211
Customer12628,3730,1310,2,3,1215
Customer12629,12046,3021,8,13,1187
Customer1263,726,70,1,1,1040
Customer12630,5684,1074,1,10,613
Customer12631,1172,321,1,1,602
Customer12632,1438,397,1,1,613
Customer12633,1513,283,1,1,628
Customer12634,2065,371,1,1,606
Customer12635,1781,506,2,3,1191
Customer12636,2802,885,1,3,656
Customer12637,24513,8332,6,20,1840
Customer12638,2156,298,2,3,606
Customer12639,3186,778,2,3,652
Customer1264,1418,580,1,1,990
Customer12640,3271,1066,1,4,686
Customer12641,5720,1530,3,5,1204
Customer12642,773,186,1,1,642
Customer12643,494,16,1,1,635
Customer12644,1201,384,1,1,623
Customer12645,1313,288,1,1,675
Customer12646,1139,57,1,1,616
Customer12647,4375,0,1,3,597
Customer12648,3364,671,2,2,1181
Customer12649,3659,1181,2,2,1243
Customer1265,567,17,1,1,1000
Customer12650,1958,505,1,1,643
Customer12651,1263,78,1,2,661
Customer12652,7373,635,2,11,1226
Customer12653,1710,558,1,1,663
Customer12654,7761,2656,1,6,622
Customer12655,1644,533,1,1,643
Customer12656,669,17,1,1,630
Customer12657,5100,1405,3,4,1182
Customer12658,200,36,1,1,633
Customer12659,35968,8322,3,81,1171
Customer1266,1615,609,1,1,1033
Customer12660,1822,111,2,2,606
Customer12661,865,63,1,1,609
Customer12662,930,240,1,1,672
Customer12663,17162,4435,8,15,1189
Customer12664,1089,470,1,1,636
Customer12665,10573,3845,5,7,1132
Customer12666,1303,318,1,1,604
Customer12667,1322,301,1,1,647
Customer12668,2236,381,1,1,614
Customer12669,7498,2451,2,5,1154
Customer1267,6361,940,2,2,1660
Customer12670,819,100,2,2,636
Customer12671,1418,532,1,1,625
Customer12672,1898,622,1,1,606
Customer12673,1726,119,1,1,636
Customer12674,897,0,1,1,596
Customer12675,2098,318,2,3,1224
Customer12676,4012,1147,3,3,1197
Customer12677,9640,122,2,11,629
Customer12678,5665,1416,4,6,631
Customer12679,781,0,1,1,596
Customer1268,1886,523,2,2,1858
Customer12680,2285,30,1,4,636
Customer12681,2335,513,2,2,614
Customer12682,1080,0,1,1,622
Customer12683,2188,0,1,1,597
Customer12684,1223,0,1,4,614
Customer12685,2346,87,2,5,663
Customer12686,483,159,1,1,648
Customer12687,1782,538,3,3,1180
Customer12688,8389,3032,7,13,640
Customer12689,9695,0,3,11,601
Customer1269,1977,782,1,1,1026
Customer12690,2786,723,2,4,1207
Customer12691,6959,2580,4,10,1209
Customer12692,1317,585,1,1,678
Customer12693,2787,789,1,3,616
Customer12694,587,84,1,1,640
Customer12695,3265,1359,1,1,671
Customer12696,745,168,1,1,686
Customer12697,911,68,1,2,671
Customer12698,896,142,1,1,642
Customer12699,6394,2090,2,4,629
Customer127,20268,5299,4,19,2347
Customer1270,4657,1522,3,4,1542
Customer12700,1473,773,1,1,670
Customer12701,498,143,1,1,620
Customer12702,1702,0,1,1,601
Customer12703,863,379,1,1,638
Customer12704,4137,1599,5,5,673
Customer12705,3871,631,2,9,1212
Customer12706,784,164,1,1,649
Customer12707,4991,267,1,7,636
Customer12708,2157,512,1,2,634
Customer12709,2394,260,2,2,1141
Customer1271,90470,28315,50,82,11518
Customer12710,736,200,1,1,662
Customer12711,4024,597,2,3,1174
Customer12712,1388,386,1,1,644
Customer12713,646,94,1,1,605
Customer12714,3304,736,2,2,1197
Customer12715,646,89,1,1,665
Customer12716,3374,234,2,6,1138
Customer12717,1580,425,1,1,671
Customer12718,815,312,1,1,621
Customer12719,631,200,1,1,620
Customer1272,4242,1347,4,6,1799
Customer12720,3632,1685,1,2,621
Customer12721,1611,1,4,4,606
Customer12722,18932,2974,5,29,1172
Customer12723,680,0,1,1,597
Customer12724,803,304,1,1,622
Customer12725,596,239,1,1,646
Customer12726,2246,187,1,1,677
Customer12727,2956,217,1,1,632
Customer12728,1258,234,1,1,642
Customer12729,760,236,1,1,649
Customer1273,1034,209,1,1,999
Customer12730,2202,641,3,3,1158
Customer12731,287,21,1,1,682
Customer12732,8752,1362,2,7,643
Customer12733,318,4,1,1,668
Customer12734,778,123,1,1,661
Customer12735,882,112,1,1,649
Customer12736,789,0,1,1,601
Customer12737,1490,340,1,1,641
Customer12738,1549,546,1,1,668
Customer12739,2467,309,1,5,609
Customer1274,12201,3111,8,10,3206
Customer12740,650,243,1,1,661
Customer12741,1356,0,2,2,634
Customer12742,2303,493,1,1,668
Customer12743,526,45,1,1,616
Customer12744,1723,764,1,1,620
Customer12745,1501,300,1,2,679
Customer12746,1971,141,1,2,634
Customer12747,265,21,1,1,629
Customer12748,35417,4450,5,61,1199
Customer12749,2612,243,3,3,1196
Customer1275,102459,28362,11,94,4052
Customer12750,4525,665,2,4,1148
Customer12751,657,33,1,1,677
Customer12752,4857,1862,2,2,1144
Customer12753,1482,432,2,2,1191
Customer12754,1851,640,1,1,644
Customer12755,17838,0,1,30,606
Customer12756,655,34,1,1,681
Customer12757,1609,600,1,1,617
Customer12758,1833,649,1,1,664
Customer12759,483,134,1,1,633
Customer1276,9555,1795,8,13,2401
Customer12760,1755,392,1,2,599
Customer12761,6162,1807,6,9,1184
Customer12762,393,7,1,1,600
Customer12763,7740,833,4,9,613
Customer12764,3309,278,1,6,612
Customer12765,1020,281,1,1,602
Customer12766,799,147,1,1,620
Customer12767,2069,297,1,3,616
Customer12768,1611,397,1,1,616
Customer12769,4440,809,2,5,1121
Customer1277,27607,4022,2,42,992
Customer12770,5092,2145,4,5,1235
Customer12771,6395,1520,2,11,671
Customer12772,882,228,1,1,665
Customer12773,1658,626,1,2,642
Customer12774,3279,1265,1,3,648
Customer12775,5437,325,1,6,607
Customer12776,1798,1079,1,2,605
Customer12777,849,21,1,1,635
Customer12778,8949,3061,5,7,1202
Customer12779,2236,381,1,1,616
Customer1278,2248,0,1,1,962
Customer12780,864,63,1,1,601
Customer12781,49454,16233,2,40,665
Customer12782,3658,72,3,5,620
Customer12783,1142,362,1,1,602
Customer12784,758,206,1,1,648
Customer12785,648,80,1,1,650
Customer12786,5032,1983,1,3,670
Customer12787,3875,386,1,1,642
Customer12788,1425,142,1,1,670
Customer12789,773,266,1,1,608
Customer1279,30784,9907,8,22,4654
Customer12790,413,89,1,1,618
Customer12791,1858,231,1,4,672
Customer12792,1205,214,1,1,654
Customer12793,681,271,1,1,636
Customer12794,750,121,1,1,624
Customer12795,1173,220,1,2,680
Customer12796,1390,293,1,1,637
Customer12797,1426,181,1,1,625
Customer12798,8814,1471,4,8,1177
Customer12799,1306,494,1,1,645
Customer128,1874,232,1,1,980
Customer1280,1295,0,1,1,980
Customer12800,4450,1112,2,5,1191
Customer12801,42307,5746,5,60,1202
Customer12802,766,11,1,2,686
Customer12803,3850,160,1,12,649
Customer12804,7965,3088,1,3,612
Customer12805,2513,633,1,4,607
Customer12806,934,248,1,1,616
Customer12807,1580,425,1,1,686
Customer12808,819,315,1,1,683
Customer12809,3320,1066,1,1,644
Customer1281,7353,1202,1,10,998
Customer12810,2571,115,1,7,612
Customer12811,1982,616,2,2,609
Customer12812,658,216,1,1,635
Customer12813,2350,290,1,3,616
Customer12814,1811,638,1,1,663
Customer12815,1121,330,1,2,614
Customer12816,21114,881,2,50,1189
Customer12817,3791,813,5,5,1728
Customer12818,69352,0,1,40,605
Customer12819,580,153,1,1,629
Customer1282,9510,300,1,12,1005
Customer12820,59311,16832,2,55,1214
Customer12821,4284,496,3,4,1191
Customer12822,721,69,1,1,615
Customer12823,1607,374,1,2,683
Customer12824,10610,2747,2,6,1156
Customer12825,2610,718,1,3,623
Customer12826,943,100,1,1,623
Customer12827,8702,2444,4,8,1181
Customer12828,2631,144,1,1,623
Customer12829,30968,11085,7,15,1210
Customer1283,21247,3335,8,25,3750
Customer12830,3342,1812,1,2,670
Customer12831,290,1,1,1,650
Customer12832,1426,451,1,1,628
Customer12833,635,0,1,1,598
Customer12834,1378,318,1,1,658
Customer12835,13975,3482,4,7,1178
Customer12836,600,31,1,1,677
Customer12837,3745,127,4,10,1176
Customer12838,7352,975,2,8,1216
Customer12839,719,292,1,1,679
Customer1284,4190,839,4,4,1580
Customer12840,675,173,1,1,686
Customer12841,26551,7581,8,18,1203
Customer12842,3313,947,2,2,1206
Customer12843,2739,260,2,2,1154
Customer12844,466,0,1,1,605
Customer12845,1244,478,1,1,648
Customer12846,2039,668,1,1,662
Customer12847,7047,347,4,5,646
Customer12848,2249,584,1,1,683
Customer12849,10456,2651,4,8,1202
Customer1285,173160,34907,3,182,1904
Customer12850,889,28,1,1,661
Customer12851,6682,903,2,5,668
Customer12852,6794,1052,5,5,1175
Customer12853,4454,319,2,8,625
Customer12854,2710,248,2,2,630
Customer12855,2360,110,3,5,1183
Customer12856,11451,3009,2,10,1171
Customer12857,5275,319,1,5,657
Customer12858,4240,968,1,5,605
Customer12859,1262,419,1,1,669
Customer1286,1160,214,1,1,973
Customer12860,2539,527,1,1,633
Customer12861,3265,684,2,6,632
Customer12862,866,154,1,1,627
Customer12863,1989,210,1,1,662
Customer12864,1165,315,1,1,619
Customer12865,1272,338,1,1,654
Customer12866,1778,55,1,2,670
Customer12867,7879,1148,1,10,627
Customer12868,1019,133,1,1,633
Customer12869,23885,5014,5,28,1197
Customer1287,1177,527,1,1,1030
Customer12870,964,92,1,1,599
Customer12871,1673,416,2,3,615
Customer12872,982,372,1,2,626
Customer12873,604,106,1,1,628
Customer12874,2819,529,2,3,650
Customer12875,3072,1319,2,2,1168
Customer12876,3733,23,1,6,627
Customer12877,1282,301,1,1,685
Customer12878,1277,296,1,1,627
Customer12879,1540,62,2,3,628
Customer1288,6672,1205,2,6,1833
Customer12880,1021,251,1,1,663
Customer12881,4924,2181,1,4,636
Customer12882,1156,0,1,1,602
Customer12883,1267,430,1,1,685
Customer12884,13007,4308,3,8,1203
Customer12885,17502,5240,1,18,678
Customer12886,2949,865,1,5,684
Customer12887,8699,2377,6,9,1205
Customer12888,1630,421,1,1,685
Customer12889,680,177,1,1,608
Customer1289,1228,280,1,3,1048
Customer12890,6325,1448,2,3,1218
Customer12891,3155,1070,3,3,634
Customer12892,2942,936,1,2,633
Customer12893,3474,663,4,5,1158
Customer12894,990,95,1,1,634
Customer12895,1431,476,1,1,663
Customer12896,1589,599,1,1,607
Customer12897,1970,814,1,1,662
Customer12898,1230,503,1,1,668
Customer12899,3843,1000,1,3,661
Customer129,22710,6786,3,11,2711
Customer1290,57681,0,3,60,1751
Customer12900,2067,507,3,3,1179
Customer12901,1692,98,2,3,1173
Customer12902,22365,2258,14,25,1167
Customer12903,420,87,1,1,684
Customer12904,1170,51,1,1,641
Customer12905,1715,43,1,1,635
Customer12906,2236,278,1,1,636
Customer12907,918,15,1,1,654
Customer12908,1551,0,1,1,599
Customer12909,1251,406,1,1,600
Customer1291,658,0,1,1,961
Customer12910,1137,125,1,2,669
Customer12911,2076,288,1,1,640
Customer12912,470,103,1,1,600
Customer12913,1253,554,1,1,686
Customer12914,888,146,1,1,635
Customer12915,15603,3124,4,18,1216
Customer12916,5402,858,1,5,640
Customer12917,1159,203,1,1,619
Customer12918,3226,587,3,5,1205
Customer12919,1269,59,2,2,1167
Customer1292,399,2,1,1,991
Customer12920,12851,3668,10,17,1820
Customer12921,9901,3605,6,7,1180
Customer12922,686,231,1,1,598
Customer12923,609,132,1,1,651
Customer12924,4014,0,1,4,607
Customer12925,1000,641,1,1,641
Customer12926,1703,332,1,1,678
Customer12927,2048,288,1,1,606
Customer12928,1069,225,1,2,639
Customer12929,10671,988,3,5,1140
Customer1293,200,23,1,1,983
Customer12930,1341,258,1,2,663
Customer12931,1443,287,1,1,678
Customer12932,2030,541,2,2,629
Customer12933,1267,174,2,2,1139
Customer12934,1563,364,1,1,658
Customer12935,1472,84,1,2,640
Customer12936,1624,678,1,1,637
Customer12937,9820,1782,4,8,1182
Customer12938,4671,950,1,5,655
Customer12939,2429,948,1,3,629
Customer1294,2607,1017,1,2,1019
Customer12940,981,315,1,1,678
Customer12941,3320,1128,2,3,628
Customer12942,694,210,1,1,620
Customer12943,11377,3080,2,11,1121
Customer12944,2956,1158,2,2,1204
Customer12945,1586,596,1,1,661
Customer12946,2451,0,2,2,605
Customer12947,292,11,1,1,601
Customer12948,1143,495,1,1,609
Customer12949,1730,162,3,4,1182
Customer1295,20591,6903,27,34,4737
Customer12950,1248,0,1,1,606
Customer12951,473,77,1,1,679
Customer12952,8417,2058,6,14,1166
Customer12953,440,3,1,1,602
Customer12954,2196,464,2,4,635
Customer12955,10860,3902,9,10,1195
Customer12956,839,175,1,1,663
Customer12957,2452,0,1,1,597
Customer12958,2344,852,2,2,665
Customer12959,660,8,1,1,634
Customer1296,23649,5078,5,19,2534
Customer12960,2203,778,1,1,610
Customer12961,1805,381,1,3,671
Customer12962,4179,1782,2,2,1171
Customer12963,13572,3461,2,20,620
Customer12964,430,0,1,1,641
Customer12965,2628,953,1,2,636
Customer12966,569,74,1,1,617
Customer12967,4688,1604,2,5,1200
Customer12968,4622,1819,1,5,637
Customer12969,6599,1754,3,6,615
Customer1297,4613,1540,5,5,4029
Customer12970,1044,183,1,1,655
Customer12971,1002,327,1,1,616
Customer12972,1703,439,1,1,644
Customer12973,664,102,1,1,655
Customer12974,735,38,2,3,601
Customer12975,778,180,1,1,612
Customer12976,1897,224,1,1,614
Customer12977,708,114,1,1,655
Customer12978,12740,2005,3,18,1210
Customer12979,1651,845,1,1,673
Customer1298,15072,3180,1,13,1034
Customer12980,969,375,1,1,668
Customer12981,1679,308,1,1,677
Customer12982,6977,2073,2,13,1257
Customer12983,1536,546,1,1,614
Customer12984,12957,2965,1,10,627
Customer12985,907,218,1,1,616
Customer12986,3429,1113,1,5,635
Customer12987,16799,5878,1,14,686
Customer12988,587,3,1,1,647
Customer12989,791,121,1,1,685
Customer1299,4727,693,3,8,2560
Customer12990,947,266,1,1,685
